59.589,16.634,23.847,22.298
59.897,17.589,23.26,22.238
59.652,17.919,23.35,22.19
59.354,17.942,23.276,22.321
59.45,19.5,23.587,22.031
57.775,11.87,24.491,22.462
57.3,11.9,22.359,21.809
58.426,12.714,23.066,22.227
57.663,12.28,22.989,21.528
57.783,13.167,23.264,20.986
57.758,14.069,22.665,21.215
57.292,14.137,23.77,22.179
58.402,15.526,24.527,22.201
58.586,16.251,23.727,22.781
58.75,17.867,22.967,21.775
58.4,19.2,24.086,22.672
58.25,17.017,22.711,21.811
57.663,18.346,25.192,22.725
57.367,17.1,24.203,22.568
56.691,12.82,24.073,22.812
56.033,12.767,24.342,22.946
55.383,12.817,22.961,22.038
55.53,13.372,23.752,22.432
56.929,14.728,22.856,22.04
55.922,14.086,23.85,23.291
56.267,15.265,23.719,22.677
56.686,16.288,23.131,22.42
56.917,18.15,23.007,22.114
69.05,20.783,18.413,17.437
69.75,27,21.998,20.282
68.607,27.405,22.135,20.325
67.967,23.683,21.265,19.914
67.395,26.619,21.231,20.428
66.767,23.967,21.615,20.883
66.565,25.83,22.119,20.494
65.367,27.017,22.293,21.477
65.988,29.239,22.445,20.524
65.033,24.8,24.504,22.283
64.93,25.355,23.992,22.422
64.285,27.692,24.636,22.106
63.433,21.067,22.697,21.216
63.051,21.762,23.733,22.185
63.127,23.051,24.812,22.867
63.083,25.867,23.995,22.543
63.007,27.798,23.648,22.786
62.533,24.217,24.591,22.462
62.663,29.608,24.078,22.488
62.399,25.678,23.837,22.455
61.833,22.467,24.532,22.5
61.414,23.604,23.556,22.353
61.856,24.787,22.982,22.314
61.687,27.202,24.11,22.887
61.943,28.945,23.979,23.095
61.462,21.8,23.722,22.764
61.045,28.144,24.374,23.011
60.817,23.5,23.779,22.244
60.967,25.633,24.762,23.17
60.896,26.938,23.645,22.742
60.122,19.898,22.959,22.134
60.514,22.263,24.046,22.437
60.317,24.963,24.232,22.7
60.383,26.967,24.763,23.522
59.967,19.95,23.362,22.347
59.783,21.367,23.704,21.971
59.767,22.95,23.84,22.242
59.933,24.017,23.76,22.604
60.3,20.75,23.571,22.259
60.75,-0.85,18.01,17.191
59.879,-1.296,17.992,17.317
60.133,-1.183,18.071,16.931
60.433,-1.296,19.555,18.622
59.533,-1.633,17.479,16.367
59.083,-4.4,18.392,17.471
58.958,-2.905,20.639,18.452
57.481,-7.363,19.593,18.952
58.216,-6.331,20.51,18.862
56.867,-4.7,21.427,20.189
57.543,-4.048,21.076,20.192
57.2,-3.833,22.003,20.16
57.649,-3.561,21.732,20.331
57.705,-3.339,21.717,20.152
58.459,-3.093,19.658,18.337
57.202,-2.198,20.9,20.173
56.499,-6.869,20.16,18.934
55.433,-5.7,21.223,19.936
54.85,-4.95,21.978,20.43
55.509,-4.587,21.944,21.062
55.872,-4.433,22.016,20.808
54.8,-4,22.971,20.312
55.95,-3.373,22.191,20.465
55.317,-3.2,21.28,20.416
56.373,-2.868,21.072,19.997
54.083,-4.624,20.148,19.269
54.517,-3.6,21.869,20.868
54.617,-3.167,25.23,22.326
54.131,-3.264,24.805,22.478
54.5,-2.683,21.727,20.411
54.567,-2.417,25.919,22.879
55.283,-2.283,21.454,20.448
55.424,-1.603,21.897,19.657
54.292,-1.535,23.232,21.483
54.509,-1.429,23.271,22.02
54.049,-1.253,22.677,21.487
54.367,-0.667,22.471,20.949
53.248,-4.535,24.235,21.135
53.5,-3.067,23.92,22.362
53.772,-3.029,22.926,21.252
53.178,-2.978,27.528,23.916
53.333,-2.85,22.818,21.901
53.354,-2.275,23.365,21.409
53.817,-1.867,24.484,21.889
53.617,-1.667,22.042,20.764
53,-1.25,23.778,22.426
53.574,-0.351,25.463,23.425
53.166,-0.524,23.046,21.776
53.03,-0.483,24.047,22.263
53.867,-0.433,27.076,22.361
53.093,-0.166,24.491,22.253
53.083,0.267,26.731,22.678
52.798,-2.668,23.851,21.74
52.831,-1.328,22.927,22.199
52.613,-0.476,23.972,22.137
52.867,0.15,26.455,23.745
52.648,0.551,27.314,22.473
52.133,-4.567,21.921,20.831
52.35,-3.95,25.509,23.183
52.067,-3.617,22.138,21.187
52.15,-2.033,24.182,22.856
52.454,-1.748,24.228,21.8
52.367,-1.333,28.665,24.032
52.217,-0.483,26.182,22.618
52.205,0.175,25.252,23.406
52.367,0.483,25.301,23.448
52.4,0.567,24.672,22.841
52.127,0.956,27.484,22.393
51.7,-5.05,22.698,20.858
51.517,-2.583,23.919,23.239
51.894,-2.167,23.865,22.812
51.682,-1.79,24.049,22.751
51.867,-1.683,22.631,21.233
51.75,-1.584,24.209,22.102
51.616,-1.096,23.477,22.188
51.553,-0.418,25.695,22.726
51.885,0.235,24.258,22.157
51.55,0.833,23.241,22.291
51.087,-4.15,23.325,22.172
51.397,-3.343,22.76,21.308
51.505,-1.993,24.995,21.968
51.152,-1.747,22.63,21.821
51.15,-1.567,23.246,22.129
51.234,-0.943,23.004,21.94
51.283,-0.767,26.7,24.554
51.478,-0.461,23.856,22.404
51.148,-0.19,23.751,22.495
51.133,1.35,24.989,21.785
51.35,1.333,22.71,22.041
49.933,-6.3,20.536,19.91
50.217,-5.317,22.672,20.495
50.086,-5.256,23.603,20.728
50.35,-4.117,22.941,21.113
50.734,-3.414,21.699,21.293
51.009,-2.639,23.64,22.217
50.517,-2.45,21.963,20.3
50.78,-1.843,23.273,21.999
50.583,-1.3,20.984,20.635
50.817,-0.917,25.346,23.586
49.435,-2.602,23.793,21.268
49.208,-2.196,24.596,21.858
54.867,-6.45,21.738,20.997
54.658,-6.216,22.014,20.662
54.233,-6.5,22.089,20.803
54.618,-5.873,20.495,20.195
51.933,-10.25,21.728,20.394
51.841,-8.491,20.513,19.825
52.702,-8.925,23.443,21.575
53.421,-6.27,20.857,20.225
53.533,-7.367,22.215,20.804
53.91,-8.818,21.442,20.265
54.233,-10,22.561,21.021
55.367,-7.333,20.33,19.291
66.15,-23.25,17.157,15.112
65.083,-22.733,19.399,14.963
63.967,-22.6,17.657,15.253
64.13,-21.941,19.425,16.265
63.867,-21.15,19.15,16.763
63.424,-20.279,16.164,14.179
65.7,-19.617,17.345,16.048
65.66,-18.073,19.741,18.344
65.633,-16.117,19.393,17.714
64.296,-15.227,18.404,15.501
65.75,-14.833,18.695,16.447
65.267,-13.583,16.558,14.131
76.531,-68.703,11.222,10.558
74.033,-57.817,11.385,10.339
70.683,-54.617,12.119,10.715
68.7,-52.85,14.833,11.876
67.783,-53.967,10.949,10.115
67.017,-50.689,14.465,13.601
65.017,-52.55,13.779,12.53
64.167,-51.75,15.4,13.984
62.567,-50.417,13.002,11.373
60.75,-48.45,15.5,12.188
61.161,-45.426,16.177,14.69
60.717,-46.05,15.956,14.235
59.983,-45.2,12.591,10.907
83.65,-33.367,9.1107,7.9214
81.6,-16.65,11.529,9.8554
80.65,-13.717,8.2512,6.3494
76.767,-18.667,10.714,8.9722
74.3,-20.217,13.755,12.253
70.483,-21.95,11.03,10.095
65.6,-37.633,14.878,12
65.583,-37.15,12.002,11.034
61.933,-42.067,11.762,10.175
60.033,-43.117,15.38,13.537
61.4,-6.667,15.03,14.163
62.064,-7.277,18.544,16.483
62.017,-6.767,15.787,14.659
57.093,9.849,22.937,22.182
57.504,10.229,23.552,22.373
57.733,10.633,21.805,21.584
56.7,8.217,22.164,21.582
56.297,9.125,23.799,22.985
55.99,8.354,25.187,23.849
56.3,10.619,24.414,22.409
56.717,11.517,22.889,22.446
55.526,8.553,23.787,22.541
55.55,8.083,23.319,21.915
55.183,8.567,24.105,22.737
55.74,9.152,24.913,22.399
55.226,9.264,23.711,22.734
54.964,9.792,25.434,24.287
54.85,9.983,23.418,22.176
55.477,10.331,27.386,23.429
55.75,10.867,24.129,22.206
56.017,11.283,22.423,22.108
55.586,12.131,23.865,22.601
55.618,12.656,23.68,22.208
55.063,14.76,24.404,23.056
55.3,14.767,22.988,22.197
52.167,4.433,23.903,23.393
52.923,4.781,25.101,23.32
52.309,4.764,24.153,23.643
53.25,4.917,23.975,23.199
52.1,5.183,25.707,24.151
53.229,5.761,25.183,23.885
52.061,5.873,25.034,23.725
53.12,6.579,25.926,24.262
52.27,6.874,25.342,24.044
51.45,3.6,24.361,23.248
51.933,3.667,22.612,22.182
51.983,4.1,24.937,23.646
51.449,4.342,24.739,24.147
51.957,4.437,24.889,23.886
51.567,4.932,24.987,24.037
51.45,5.375,25.031,24.112
51.656,5.709,26.211,24.443
50.912,5.77,26.193,24.085
51.09,2.653,24.014,23.491
51.199,2.862,24.863,23.333
50.933,3.667,24.726,23.803
51.183,3.8,25.02,24.102
50.576,3.831,25.193,24.135
50.8,4.35,25.007,23.832
50.459,4.454,25.855,24.303
51.189,4.46,25.444,24.369
50.901,4.484,25.782,24.036
50.243,4.646,24.442,23.231
50.759,4.768,25.043,23.656
51,5.067,25.23,24.036
50.036,5.404,23.476,21.433
50.637,5.443,25.927,24.154
51.168,5.47,25.816,24.591
50.483,5.917,23.719,22.16
50.467,6.183,23.043,21.834
49.627,6.212,23.547,22.469
47,6.95,24.429,22.408
46.817,6.95,23.763,22.913
47.083,6.8,21.112,19.831
47.433,6.95,23.612,22.43
47,7.933,19.357,18.63
47.25,7.783,24.677,23.175
47.383,8.567,23.658,22.426
47.483,8.4,21.494,20.835
47.465,8.549,24.094,23.002
46.867,8.633,24.194,22.648
47.25,9.35,11.765,11.273
47.433,9.4,23.229,21.426
46.238,6.109,24.353,22.719
46.433,6.1,17.646,16.693
46.333,6.917,24.478,23.459
46.22,7.327,23.622,22.716
46.3,7.467,18.836,17.071
46.55,7.983,5.3306,3.9235
46.667,7.867,23.727,22.509
46.65,8.617,13.439,12.531
46.517,8.683,21.629,20.136
46.2,8.8,18.345,17.104
46.167,8.783,24.781,23.313
46.17,8.88,26.221,24.818
46.004,8.911,26.09,24.986
45.85,8.933,26.343,24.823
46.7,8.85,19.324,18.543
46.467,9.183,18.578,16.54
46.867,9.533,23.095,21.915
46.417,9.817,7.1004,5.6425
46.533,9.883,17.123,15.972
46.35,10.067,20.771,20.016
47.133,9.517,25.408,23.154
50.733,1.6,24.636,22.688
50.515,1.627,23.941,23.463
50.143,1.832,24.229,23.626
51.05,2.333,24.792,22.796
50.562,3.089,24.47,23.852
49.717,-1.933,22.475,20.787
49.65,-1.47,23.615,21.92
49.173,-0.45,25.61,23.896
49.534,0.088,24.268,23.556
49.384,1.175,25.553,23.514
49.933,1.1,24.179,22.663
49.454,2.113,25.967,23.912
49.817,3.2,25.794,24.305
49.784,4.647,26.596,25.175
48.483,-5.05,21.813,20.448
48.448,-4.419,25.361,22.725
48.588,-2.08,24.749,23.462
48.07,-1.735,25.777,24.524
48.45,0.117,25.119,23.959
48.467,1.517,25.641,24.091
48.752,2.106,24.904,24.146
48.774,2.202,24.919,23.806
48.725,2.359,25.56,24.52
48.969,2.441,25.404,24.34
48.605,2.671,26.33,24.751
49.013,2.55,24.899,24.173
48.322,4.017,25.37,24.579
48.636,4.899,25.408,24.417
48.692,6.23,25.394,24.099
48.583,5.955,24.547,23.18
48.538,7.628,25.842,24.721
47.975,-4.168,24.773,23.357
47.761,-3.44,25.01,23.838
47.3,-3.167,24.172,23.097
47.312,-2.149,26.695,24.619
47.153,-1.611,26.801,24.913
47.483,-0.6,26.536,24.931
47.949,0.202,25.954,24.737
47.432,0.728,26.059,24.468
47.988,1.761,25.963,24.674
47.058,2.37,24.716,24.263
47.003,3.113,24.96,24.288
47.269,5.09,25.059,24.089
47.25,5.983,25.118,23.73
47.783,6.364,25.746,24.701
47.59,7.53,25.853,24.75
46.7,-2.333,25.482,23.628
46.702,-1.379,25.408,24.304
46.05,-1.417,26.493,24.643
46.15,-1.15,26.515,25.174
46.588,0.307,25.793,24.363
46.17,3.404,25.335,24.507
46.413,4.013,25.8,24.559
46.295,4.796,26.048,24.466
45.658,-0.318,26.767,25.596
45.863,1.179,24.31,23.546
45.787,3.169,25.896,24.114
45.081,3.763,22.183,21.343
45.541,4.296,23.917,23.396
45.727,4.944,26.186,24.017
45.726,5.091,25.418,24.384
45.987,5.328,25.036,24.272
45.363,5.329,24.472,23.677
45.638,5.88,25.684,24.949
45.617,6.767,23.248,21.14
44.533,-1.125,26.442,25.71
44.828,-0.716,27.027,25.958
44.175,0.591,26.696,25.907
44.75,1.4,25.589,24.811
44.891,2.422,23.016,22.386
44.408,2.483,23.272,22.642
44.117,3.017,22.535,21.887
44.117,3.583,19.442,17.29
44.583,4.733,25.914,25.436
44.14,4.867,27.313,25.989
44.067,6,24.872,23.831
44.567,6.5,21.833,20.873
43.4,-1.683,27.385,26.279
43.468,-1.523,26.738,26.14
43.912,-0.508,30.899,26.33
43.38,-0.419,26.983,26.319
43.179,-0.006,26.158,25.423
43.688,0.602,26.729,25.568
43.008,1.103,26.249,25.286
43.629,1.364,25.868,24.953
43.216,2.306,25.853,25.107
43.576,3.963,26.601,26.292
43.867,4.4,26.623,25.919
43.757,4.416,26.387,26.161
43.523,4.924,27.033,26.372
43.606,5.109,26.277,25.716
43.436,5.214,26.495,25.883
43.083,5.933,26.676,26.204
43.097,6.146,27.227,26.428
43.385,6.387,28.534,25.892
43.542,6.953,26.342,25.779
43.658,7.216,27.131,26.591
42.74,2.871,26.282,25.688
42.517,3.133,26.975,25.813
42.531,8.793,27.988,26.879
41.924,8.803,28.732,27.295
41.924,9.406,27.136,26.653
41.367,9.167,27.523,26.92
41.501,9.098,27.467,27.029
42.553,9.484,27.132,26.842
43.367,-8.417,23.976,22.357
43.302,-8.377,25.702,24.085
43.117,-7.45,25.289,23.776
43.564,-6.035,25.237,23.53
43.567,-5.7,22.831,22.233
43.35,-5.867,25.803,23.745
43.427,-3.82,25.549,24.3
43.483,-3.8,24.771,23.969
43.301,-2.911,29.852,26.846
43.3,-2.033,25.185,24.466
43.357,-1.791,27.323,26.343
42.896,-8.415,26.814,24.868
42.433,-8.617,26.745,24.47
42.232,-8.627,25.339,24.241
42.589,-5.656,20.742,20.387
42.358,-3.621,22.166,21.398
42.883,-2.724,26.297,24.791
42.45,-2.333,25.443,24.822
42.77,-1.646,25.379,24.285
41.517,-5.733,22.625,22.119
41.706,-4.852,23.422,22.037
41.633,-4.75,22.604,21.784
41.783,-2.483,21.76,20.658
41.666,-1.042,26.022,25.426
41.633,0.6,26.482,25.393
41.147,1.167,28.248,26.973
41.297,2.078,29.383,27.563
41.901,2.761,26.881,26.15
40.952,-5.502,26.925,22.973
40.667,-4.683,20.857,19.058
40.95,-4.133,22.495,20.542
40.8,-4.017,15.974,15.488
40.494,-3.567,23.423,22.341
40.371,-3.785,25.016,23.6
40.294,-3.724,24.666,23.123
40.067,-2.133,25.39,21.408
40.817,0.5,28.015,26.983
39.467,-6.333,25.732,23.966
38.949,-1.864,28.629,26.137
39.489,-0.482,27.799,26.969
39.55,2.733,30.921,28.951
39.863,4.219,28.891,27.185
38.891,-6.821,27.634,27.037
38.983,-3.917,25.306,23.561
38.282,-0.558,28.383,27.909
38.873,1.373,28.715,27.945
37.418,-5.893,29.626,28.136
37.175,-5.616,29.276,27.591
37.842,-4.849,28.029,26.905
37.189,-3.777,26.409,25.113
37.951,-1.23,31.736,28.504
38,-1.167,29.041,27.825
37.775,-0.812,28.383,27.74
36.65,-6.35,28.712,27.234
36.745,-6.06,27.189,26.784
36.675,-4.499,27.879,26.785
36.844,-2.37,27.924,27.738
36.151,-5.35,28.295,25.831
39.455,-31.131,24.892,24.389
38.52,-28.716,25.81,24.633
38.762,-27.091,25.913,24.711
37.741,-25.698,26.163,24.112
36.971,-25.171,25.075,24.463
32.683,-16.767,24.429,23.901
32.633,-16.9,24.088,23.846
33.073,-16.35,25.435,24.428
38.704,-9.036,26.495,25.508
38.781,-9.136,25.102,24.286
37,-8.95,24.057,23.579
41.248,-8.681,25.747,24.21
37.014,-7.966,25.386,25.014
38.079,-7.932,26.845,24.659
40.417,-7.55,20.558,18.869
39.283,-7.417,23.207,22.31
41.86,-6.706,24.262,21.868
38.767,-9.133,25.155,24.004
16.741,-22.949,27.919,27.465
54.833,9.5,23.494,23.126
54.459,9.516,24.18,23.046
54.312,9.538,24.147,23.39
54.383,10.15,24.382,23.167
53.548,7.667,25.423,23.778
53.768,8.659,24.477,23.294
52.919,10.198,24.913,23.892
52.717,7.317,25.089,23.354
52.291,7.387,26.295,23.979
52.586,8.341,24.372,23.681
52.457,9.427,25.528,23.403
52.279,9.082,26.501,24.013
52.591,10.022,25.192,23.804
51.518,7.612,25.055,23.402
51.614,8.616,24.193,22.817
51.115,9.286,25.499,23.876
50.961,6.042,25.591,24.591
50.831,6.658,25.339,24.084
49.973,6.693,23.621,22.792
50.174,7.063,22.514,21.433
49.437,7.6,26.714,24.718
49.949,7.264,22.845,22.03
50.05,8.325,24.878,23.848
49.699,11.94,26.197,23.641
49.392,9.958,23.937,22.34
49.474,10.388,25.403,24.167
49.308,10.639,24.809,23.591
48.369,7.828,26.03,24.674
48.22,9.91,23.113,22.226
48.711,11.212,24.188,23.086
48.186,10.861,23.087,21.981
48.071,10.906,22.734,21.629
48.716,11.534,23.964,23.124
48.354,11.786,23.584,22.728
47.671,9.511,24.977,23.757
48.1,13.667,23.442,22.022
48.567,14,24.493,22.47
48.233,14.188,26.38,24.066
48.05,14.133,24.345,23.667
48.1,14.9,25.78,25.111
48.617,15.2,24.371,23.295
48.95,15.033,24.264,22.452
48.767,15.95,26.007,24.133
48.333,15.333,23.151,20.531
48.183,15.617,25.309,23.99
48.321,16.112,25.967,24.811
48.667,16.633,25.655,24.403
48.25,16.367,26.874,24.519
48.11,16.57,25.53,24.296
47.5,9.75,24.227,23.185
47.267,9.617,24.94,23.262
46.983,10.317,24.951,21.506
47.26,11.344,23.348,22.775
47.217,11.467,18.878,12.523
47.583,12.167,24.218,22.908
47.233,12.183,22.209,20.304
47.133,12.633,12.879,12.079
47.4,13.217,24.139,22.429
47.333,12.8,22.926,22.076
47.05,12.95,8.672,7.4009
47.383,13.45,21.866,21.09
47.25,13.567,16.779,15.823
47.793,13.004,25.559,23.274
47.983,13.1,25.468,24.241
47.9,13.8,25.298,24.057
47.817,13.717,18.166,16.917
47.533,14.133,23.538,22.567
47.203,14.744,24.896,22.076
47.85,15.067,24.949,23.19
47.717,15.783,18.165,17.371
47.517,16.033,21.944,20.681
47.85,16.533,25.417,24.738
47.2,16.333,27.197,24.331
47.95,16.85,26.365,25.522
46.833,12.817,23.877,22.455
46.6,13.667,18.67,13.313
46.617,13.883,23.746,23.25
46.65,14.333,24.881,23.241
46.991,15.44,25.519,24.511
47.2,15.467,20.199,18.067
50.067,12.383,23.423,22.385
50.203,12.915,23.841,21.931
49.667,12.683,22.228,20.983
50.383,13.333,25.94,23.967
49.067,13.617,20.538,19.028
50.55,13.933,23.436,22.149
49.467,13.833,23.159,22.157
50.683,14.033,23.173,22.648
50.101,14.26,24.918,22.771
50,14.45,25.107,23.216
50.117,14.533,25.773,24.005
50.767,15.017,24.157,22.638
49.167,15.433,23.125,21.936
50.7,15.733,21.673,20.095
49.583,15.767,23.797,22.429
49.983,16.417,25.936,22.834
49.733,16.033,22.789,21.268
48.883,16.083,25.601,23.294
49.65,16.95,23.371,22.235
49.151,16.694,25.152,23.786
49.783,17.55,22.186,20.995
49.317,17.567,25.296,23.87
49.696,18.111,24.707,23.851
49.55,18.45,20.329,18.314
48.17,17.213,25.171,24.313
48.617,17.833,25.001,24.057
49.233,18.617,24.367,23.508
48.283,18.133,25.586,24.322
47.867,18.2,25.551,24.442
48.767,18.6,25.292,24.051
48.167,18.867,28.064,25.341
48.65,19.15,24.942,23.893
48.983,19.6,13.721,13.189
49.367,19.683,23.391,21.63
48.333,19.733,27.683,25.35
49.2,20.217,10.933,10.097
49.074,20.241,22.844,21.818
48.85,20.183,20.33,20.081
48.667,21.217,24.561,23.916
49.217,21.65,25.666,24.553
48.933,22,24.86,23.538
54.183,15.583,25.923,23.706
54.2,16.15,25.053,23.602
54.583,16.867,25.147,23.457
54.75,17.533,24.456,23.392
54.55,17.75,25.191,23.642
54.6,18.817,24.95,23.6
54.378,18.466,25.22,23.262
54.167,19.433,25.332,24.163
54.067,21.367,25.89,24.285
54.133,22.95,24.663,23.56
53.917,14.233,25.07,24.082
53.4,14.617,24.997,24.592
53.767,15.4,25.387,23.526
53.717,16.683,24.534,23.129
53.717,17.55,23.682,23.137
53.05,18.583,25.5,23.903
53.1,20.35,24.759,23.763
53.767,20.417,25.736,23.552
53.783,21.583,24.794,23.968
53.083,21.567,24.585,23.927
53.1,23.167,25.112,23.982
52.75,15.283,25.019,23.71
52.35,14.6,25.61,24.361
52.421,16.826,25.471,23.869
52.2,18.667,26.311,25.452
52.583,19.733,25.582,23.947
52.166,20.967,25.108,24.078
52.25,22.25,24.795,23.816
52.067,23.617,25.352,24.418
51.933,15.533,24.738,23.15
51.2,16.2,25.941,23.796
51.103,16.886,25.518,24.177
51.783,18.083,24.66,23.854
51.217,18.567,24.266,23.275
51.35,19.867,25.316,23.707
51.567,21.55,25.973,24.43
51.217,22.4,24.945,24.008
51.55,23.533,24.736,23.764
50.9,15.8,24.003,22.988
50.733,15.733,16.851,15.829
50.433,16.617,24.464,22.965
50.617,17.967,25.422,24.077
50.05,18.2,24.963,24.085
50.817,19.1,24.51,23.715
50.233,19.033,24.479,23.371
50.078,19.785,26.325,24.111
50.817,20.7,24.537,23.713
50.033,20.983,25.302,24.117
50.11,22.019,25.207,24.531
50.7,21.717,24.662,23.855
50.7,23.25,24.78,23.622
49.8,19,25.348,23.399
49.3,19.967,21.377,20.304
49.233,19.983,14.437,13.784
49.617,20.7,25.585,24.275
49.7,21.767,24.091,23.142
49.467,22.35,23.9,22.969
49.8,22.767,24.526,23.584
48.083,20.767,25.84,24.421
47.683,16.6,26.084,25.086
47.267,16.633,25.507,24.646
47.617,17.783,26.337,24.999
47.364,17.501,26.409,24.966
47.437,19.256,26.839,25.694
47.433,19.183,25.469,24.364
47.867,20.017,20.197,19.437
47.123,20.236,26.205,25.07
47.9,20.383,25.325,24.528
47.489,21.615,26.345,25.053
47.984,21.692,26.234,25.125
46.917,16.317,25.514,24.386
46.867,16.8,25.618,24.62
46.45,16.967,26.051,25.337
46.917,18.05,27.562,26.611
45.991,18.241,24.807,24.367
46.583,18.85,26.476,25.297
46.183,19.017,26.757,25.406
46.918,19.749,26.259,25.118
46.25,20.1,30.144,25.555
46.683,21.167,26.679,25.473
46.217,14.483,25.106,24.108
46.483,15.683,26.542,24.69
46.1,19.767,26.657,25.563
45.217,14.57,27.483,25.562
45.733,16.067,26.48,25.6
45.167,18,27.06,26.252
45.767,19.15,26.184,25.426
45.333,19.85,26.524,25.962
45.367,20.417,26.628,25.845
45.85,20.467,26.578,25.014
45.147,21.31,27.844,25.549
44.9,13.917,27.648,26.337
44.941,17.298,26.654,25.987
44.55,19.233,28.019,26.175
45.1,19.55,28.256,26.059
44.317,19.917,26.645,25.699
44.818,20.309,26.373,25.751
44.8,20.467,26.574,25.345
44.367,20.95,26.633,25.297
44.75,21.517,28.215,25.918
44.117,21.95,22.257,20.401
44.233,22.55,27.093,25.444
43.825,18.331,24.34,24.097
43.35,19.35,23.32,22.338
43.733,19.717,22.657,21.004
43.283,20,21.825,20.631
43.833,20.033,27.329,25.889
43.7,20.7,27.322,26.207
43.283,20.8,17.588,16.834
43.567,21.35,27.467,26.609
43.933,21.383,26.899,26.087
43.337,21.854,26.106,24.895
42.983,21.95,26.253,24.87
43.017,22.75,25.483,23.815
42.567,18.267,26.594,25.768
42.405,18.723,29.568,26.919
42.767,18.95,27.427,25.006
42.1,19.1,29.04,28.293
42.367,19.25,27.061,26.156
42.573,21.036,24.816,23.014
42.55,21.917,24.795,23.469
42.2,22.333,23.438,22.552
41.18,20.742,24.205,23.325
41.05,21.367,23.798,22.589
41.962,21.621,25.94,24.896
41.75,22.183,25.72,23.876
41.417,22.25,26.848,25.259
41.415,19.721,33.228,31.476
47.703,22.886,26.878,25.98
47.658,23.47,27.504,25.653
47.733,23.95,23.668,23.145
47.733,26.65,26.553,25.375
47.688,26.354,25.95,24.436
47.025,21.903,27.753,26.299
47.178,27.621,27.339,26.131
46.983,25.95,17.748,17.116
46.785,23.686,25.689,24.309
46.468,24.413,26.155,24.927
46.522,26.91,26.621,25.933
46.367,25.733,22.937,22.315
46.177,21.262,27.135,26.132
45.867,22.9,26.291,25.228
45.81,21.338,27.163,25.892
45.786,24.091,24.544,24.063
45.45,25.45,12.606,11.772
45.42,22.253,26.662,25.905
