3.628503084182739258e-01	3.181180000000000163e+01
3.997101187705993652e-01	3.187659999999999982e+01
4.541255235671997070e-01	3.249860000000000326e+01
3.156697750091552734e-01	3.138390000000000057e+01
5.003131628036499023e-01	3.211399999999999721e+01
2.890930473804473877e-01	3.218840000000000146e+01
2.725896537303924561e-01	3.183539999999999992e+01
3.512465357780456543e-01	3.230960000000000321e+01
4.984008073806762695e-01	3.245539999999999736e+01
5.104520916938781738e-01	3.166489999999999938e+01
4.302862584590911865e-01	3.197360000000000113e+01
6.153879165649414062e-01	3.193530000000000157e+01
5.690796375274658203e-01	3.390240000000000009e+01
4.084793031215667725e-01	3.241190000000000282e+01
4.541078209877014160e-01	3.185559999999999903e+01
5.249497890472412109e-01	3.221990000000000265e+01
6.447493433952331543e-01	3.160360000000000014e+01
4.889092445373535156e-01	3.243249999999999744e+01
7.038004994392395020e-01	3.164039999999999964e+01
8.555727005004882812e-01	3.362830000000000297e+01
6.241613030433654785e-01	3.295850000000000080e+01
6.152629256248474121e-01	3.280910000000000082e+01
7.619600296020507812e-01	3.307480000000000331e+01
8.137534856796264648e-01	3.232099999999999795e+01
8.275856971740722656e-01	3.267020000000000124e+01
7.671335339546203613e-01	3.220949999999999847e+01
8.686269521713256836e-01	3.253139999999999787e+01
8.256570100784301758e-01	3.241940000000000310e+01
8.141289949417114258e-01	3.207450000000000045e+01
7.127551436424255371e-01	3.237619999999999720e+01
8.194072246551513672e-01	3.172889999999999944e+01
8.789785504341125488e-01	3.296690000000000254e+01
7.432272434234619141e-01	3.224159999999999826e+01
7.924354672431945801e-01	3.259879999999999711e+01
8.404681086540222168e-01	3.221620000000000061e+01
9.073484539985656738e-01	3.199729999999999919e+01
1.090893745422363281e+00	3.286670000000000158e+01
1.122543692588806152e+00	3.420289999999999964e+01
1.005270481109619141e+00	3.412080000000000268e+01
